miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-146a	hg38:chr5:160485371-160485393:+	3	1.529584	N	mature,MIMAT0000449
hsa-mir-146a	hg38:chr5:160485371-160485394:+	2	1.019723	N	mature,MIMAT0000449
hsa-mir-146a	hg38:chr5:160485372-160485393:+	34	17.335291	N	mature,MIMAT0000449
hsa-mir-146a	hg38:chr5:160485372-160485394:+	195	99.422990	N	mature,MIMAT0000449
hsa-mir-146a	hg38:chr5:160485372-160485395:+	40	20.394459	N	mature,MIMAT0000449
hsa-mir-146a	hg38:chr5:160485372-160485396:+	10	5.098615	N	mature,MIMAT0000449
hsa-mir-146a	hg38:chr5:160485373-160485394:+	2	1.019723	N	mature,MIMAT0000449
hsa-mir-146b	hg38:chr10:102436519-102436542:+	3	1.529584	N	mature,MIMAT0002809
hsa-mir-146b	hg38:chr10:102436520-102436541:+	18	9.177507	N	mature,MIMAT0002809
hsa-mir-146b	hg38:chr10:102436520-102436542:+	231	117.778003	N	mature,MIMAT0002809
hsa-mir-146b	hg38:chr10:102436520-102436543:+	733	373.728469	N	mature,MIMAT0002809
hsa-mir-146b	hg38:chr10:102436520-102436544:+	663	338.038165	N	mature,MIMAT0002809
hsa-mir-146b	hg38:chr10:102436521-102436543:+	2	1.019723	N	mature,MIMAT0002809
hsa-mir-146b	hg38:chr10:102436523-102436544:+	2	1.019723	N	mature,MIMAT0002809
hsa-mir-146b	hg38:chr10:102436556-102436577:+	1	0.509861	N	mature,MIMAT0004766
hsa-mir-146b	hg38:chr10:102436556-102436578:+	9	4.588753	N	mature,MIMAT0004766
hsa-mir-146b	hg38:chr10:102436556-102436579:+	47	23.963490	N	mature,MIMAT0004766
hsa-mir-146b	hg38:chr10:102436556-102436580:+	1	0.509861	N	mature,MIMAT0004766
hsa-mir-146b	hg38:chr10:102436557-102436578:+	2	1.019723	N	mature,MIMAT0004766
hsa-mir-146b	hg38:chr10:102436557-102436579:+	120	61.183378	N	mature,MIMAT0004766
hsa-mir-146b	hg38:chr10:102436557-102436580:+	2	1.019723	N	mature,MIMAT0004766
hsa-mir-146b	hg38:chr10:102436558-102436579:+	1	0.509861	N	mature,MIMAT0004766
hsa-mir-148a	hg38:chr7:25949920-25949943:-	2	1.019723	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949920-25949944:-	1354	690.352452	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949921-25949943:-	14	7.138061	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949921-25949944:-	8983	4580.085728	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949922-25949940:-	1	0.509861	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949922-25949943:-	100	50.986149	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949922-25949944:-	73385	37416.185145	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949922-25949945:-	14	7.138061	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949922-25949947:-	1	0.509861	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949923-25949943:-	8	4.078892	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949923-25949944:-	14430	7357.301242	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949923-25949945:-	6	3.059169	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949924-25949944:-	45	22.943767	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949925-25949944:-	1	0.509861	N	mature,MIMAT0000243
hsa-mir-148a	hg38:chr7:25949957-25949982:-	1	0.509861	N	mature,MIMAT0004549
hsa-mir-148a	hg38:chr7:25949960-25949982:-	23	11.726814	N	mature,MIMAT0004549
hsa-mir-148a	hg38:chr7:25949960-25949983:-	2	1.019723	N	mature,MIMAT0004549
hsa-mir-148a	hg38:chr7:25949961-25949983:-	1	0.509861	N	mature,MIMAT0004549
hsa-mir-148a	hg38:chr7:25949962-25949982:-	7	3.569030	N	mature,MIMAT0004549
hsa-mir-148a	hg38:chr7:25949962-25949983:-	6	3.059169	N	mature,MIMAT0004549
hsa-mir-148b	hg38:chr12:54337239-54337260:+	1	0.509861	N	mature,MIMAT0004699
hsa-mir-148b	hg38:chr12:54337239-54337262:+	3	1.529584	N	mature,MIMAT0004699
hsa-mir-148b	hg38:chr12:54337239-54337263:+	2	1.019723	N	mature,MIMAT0004699
hsa-mir-148b	hg38:chr12:54337278-54337299:+	56	28.552243	N	mature,MIMAT0000759
hsa-mir-148b	hg38:chr12:54337278-54337300:+	290	147.859831	N	mature,MIMAT0000759
hsa-mir-149	hg38:chr2:240456015-240456035:+	3	1.529584	N	mature,MIMAT0000450
hsa-mir-149	hg38:chr2:240456015-240456036:+	10	5.098615	N	mature,MIMAT0000450
hsa-mir-149	hg38:chr2:240456015-240456037:+	84	42.828365	N	mature,MIMAT0000450
hsa-mir-149	hg38:chr2:240456015-240456038:+	72	36.710027	N	mature,MIMAT0000450
hsa-mir-150	hg38:chr19:49500799-49500819:-	1	0.509861	N	mature,MIMAT0004610
hsa-mir-150	hg38:chr19:49500831-49500854:-	3	1.529584	N	mature,MIMAT0000451
hsa-mir-150	hg38:chr19:49500832-49500853:-	1	0.509861	N	mature,MIMAT0000451
hsa-mir-150	hg38:chr19:49500832-49500854:-	148	75.459500	N	mature,MIMAT0000451
hsa-mir-150	hg38:chr19:49500832-49500856:-	2	1.019723	N	mature,MIMAT0000451
hsa-mir-150	hg38:chr19:49500833-49500854:-	36	18.355013	N	mature,MIMAT0000451
hsa-mir-150	hg38:chr19:49500833-49500856:-	17	8.667645	N	mature,MIMAT0000451
hsa-mir-150	hg38:chr19:49500834-49500854:-	10	5.098615	N	mature,MIMAT0000451
hsa-mir-150	hg38:chr19:49500834-49500856:-	38	19.374736	N	mature,MIMAT0000451
hsa-mir-151a	hg38:chr8:140732584-140732608:-	1	0.509861	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732585-140732608:-	3	1.529584	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732586-140732607:-	2	1.019723	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732586-140732608:-	626	319.173290	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732586-140732609:-	3	1.529584	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732586-140732610:-	1	0.509861	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732587-140732608:-	623	317.643706	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732587-140732609:-	12	6.118338	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732587-140732610:-	60	30.591689	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732588-140732608:-	29	14.785983	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732588-140732609:-	6	3.059169	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732588-140732610:-	89	45.377672	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732589-140732608:-	8	4.078892	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732589-140732609:-	3	1.529584	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732589-140732610:-	123	62.712963	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732619-140732643:-	1	0.509861	N	mature,MIMAT0004697
hsa-mir-151a	hg38:chr8:140732620-140732643:-	1	0.509861	N	mature,MIMAT0004697
hsa-mir-151a	hg38:chr8:140732620-140732644:-	1	0.509861	N	mature,MIMAT0004697
hsa-mir-151a	hg38:chr8:140732621-140732643:-	1	0.509861	N	mature,MIMAT0004697
hsa-mir-151a	hg38:chr8:140732621-140732644:-	11	5.608476	N	mature,MIMAT0004697
hsa-mir-151a	hg38:chr8:140732621-140732645:-	3	1.529584	N	mature,MIMAT0004697
hsa-mir-151a	hg38:chr8:140732622-140732643:-	1	0.509861	N	mature,MIMAT0004697
hsa-mir-151a	hg38:chr8:140732622-140732644:-	109	55.574902	N	mature,MIMAT0004697
hsa-mir-151a	hg38:chr8:140732622-140732645:-	39	19.884598	N	mature,MIMAT0004697
hsa-mir-151b	hg38:chr14:100109435-100109456:-	1	0.509861	N	mature,MIMAT0010214
hsa-mir-151b	hg38:chr14:100109435-100109457:-	2	1.019723	N	mature,MIMAT0010214
hsa-mir-152	hg38:chr17:48037165-48037189:-	1	0.509861	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037172-48037195:-	1	0.509861	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037173-48037195:-	177	90.245483	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037174-48037194:-	1	0.509861	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037174-48037195:-	328	167.234567	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037174-48037196:-	9	4.588753	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037175-48037195:-	2	1.019723	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037210-48037233:-	5	2.549307	N	mature,MIMAT0026479
hsa-mir-153-1	hg38:chr2:219294126-219294148:-	1	0.509861	N	mature,MIMAT0000439
hsa-mir-153-2	hg38:chr7:157574389-157574410:-	39	19.884598	N	mature,MIMAT0026480
hsa-mir-153-2	hg38:chr7:157574389-157574411:-	1	0.509861	N	mature,MIMAT0026480
hsa-mir-154	hg38:chr14:101059769-101059790:+	1	0.509861	N	mature,MIMAT0000452
hsa-mir-154	hg38:chr14:101059769-101059791:+	16	8.157784	N	mature,MIMAT0000452
hsa-mir-154	hg38:chr14:101059769-101059792:+	3	1.529584	N	mature,MIMAT0000452
hsa-mir-154	hg38:chr14:101059805-101059827:+	3	1.529584	N	mature,MIMAT0000453
hsa-mir-155	hg38:chr21:25573983-25574003:+	6	3.059169	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574004:+	100	50.986149	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574005:+	189	96.363821	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574006:+	323	164.685260	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574007:+	159	81.067976	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574008:+	18	9.177507	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574009:+	1	0.509861	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573984-25574006:+	1	0.509861	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573984-25574007:+	2	1.019723	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573987-25574008:+	1	0.509861	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573987-25574009:+	1	0.509861	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25574022-25574044:+	1	0.509861	N	mature,MIMAT0004658
hsa-mir-15a	hg38:chr13:50049165-50049187:-	1	0.509861	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049165-50049189:-	106	54.045318	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049166-50049187:-	2	1.019723	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049166-50049189:-	79	40.279057	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049167-50049187:-	5	2.549307	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049167-50049189:-	24	12.236676	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049168-50049189:-	19	9.687368	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049169-50049189:-	2	1.019723	N	mature,MIMAT0000068
hsa-mir-15b	hg38:chr3:160404607-160404627:+	5	2.549307	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404628:+	171	87.186314	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404629:+	472	240.654621	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404630:+	4	2.039446	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404609-160404629:+	1	0.509861	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404645-160404664:+	1	0.509861	N	mature,MIMAT0004586
hsa-mir-15b	hg38:chr3:160404645-160404665:+	1	0.509861	N	mature,MIMAT0004586
hsa-mir-15b	hg38:chr3:160404645-160404666:+	52	26.512797	N	mature,MIMAT0004586
hsa-mir-15b	hg38:chr3:160404645-160404667:+	28	14.276122	N	mature,MIMAT0004586
hsa-mir-15b	hg38:chr3:160404646-160404667:+	1	0.509861	N	mature,MIMAT0004586
hsa-mir-16-1	hg38:chr13:50048984-50049007:-	1	0.509861	N	mature,MIMAT0004489
hsa-mir-16-1	hg38:chr13:50048985-50049007:-	2	1.019723	N	mature,MIMAT0004489
hsa-mir-16-1	hg38:chr13:50049025-50049049:-	3	1.529584	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049026-50049049:-	13	6.628199	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049027-50049044:-	2	1.019723	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049027-50049046:-	2	1.019723	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049027-50049047:-	4	2.039446	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049027-50049049:-	443	225.868638	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049028-50049049:-	6	3.059169	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049029-50049049:-	4	2.039446	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404773:+	1	0.509861	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404774:+	3	1.529584	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404775:+	10	5.098615	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404776:+	472	240.654621	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404777:+	13	6.628199	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404778:+	1	0.509861	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404756-160404776:+	2	1.019723	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404759-160404776:+	1	0.509861	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404795-160404817:+	2	1.019723	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404795-160404818:+	1	0.509861	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404796-160404818:+	8	4.078892	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404796-160404819:+	3	1.529584	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404797-160404819:+	5	2.549307	N	mature,MIMAT0004518
hsa-mir-16-2	hg38:chr3:160404798-160404818:+	1	0.509861	N	mature,MIMAT0004518
hsa-mir-17	hg38:chr13:91350617-91350639:+	2	1.019723	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350617-91350641:+	1	0.509861	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350639:+	4	2.039446	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350640:+	19	9.687368	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350641:+	347	176.921936	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350642:+	7	3.569030	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350619-91350641:+	7	3.569030	Y	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350620-91350641:+	2	1.019723	Y	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350620-91350642:+	1	0.509861	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350621-91350641:+	14	7.138061	Y	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350621-91350642:+	1	0.509861	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350655-91350677:+	91	46.397395	N	mature,MIMAT0000071
hsa-mir-17	hg38:chr13:91350655-91350678:+	4	2.039446	N	mature,MIMAT0000071
hsa-mir-17	hg38:chr13:91350656-91350677:+	5	2.549307	N	mature,MIMAT0000071
hsa-mir-181a-1	hg38:chr1:198859069-198859090:-	4	2.039446	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859069-198859091:-	418	213.122101	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859069-198859092:-	2	1.019723	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859070-198859090:-	1	0.509861	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859070-198859091:-	56	28.552243	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859070-198859092:-	1	0.509861	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859071-198859091:-	2	1.019723	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859077-198859106:-	1	0.509861	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859105-198859131:-	1	0.509861	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859106-198859131:-	2	1.019723	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859107-198859130:-	2	1.019723	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859107-198859131:-	21	10.707091	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859108-198859129:-	8	4.078892	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859108-198859130:-	59	30.081828	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859108-198859131:-	585	298.268969	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859109-198859130:-	19	9.687368	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859109-198859131:-	701	357.412902	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859110-198859131:-	25	12.746537	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692500:+	2	1.019723	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692501:+	29	14.785983	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692502:+	671	342.117057	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692503:+	591	301.328138	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692504:+	16	8.157784	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692505:+	3	1.529584	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692481-124692501:+	2	1.019723	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692481-124692502:+	16	8.157784	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692481-124692503:+	51	26.002936	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692481-124692505:+	1	0.509861	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692482-124692502:+	1	0.509861	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692482-124692503:+	7	3.569030	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692482-124692504:+	1	0.509861	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692482-124692505:+	1	0.509861	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692489-124692504:+	1	0.509861	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692517-124692537:+	1	0.509861	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692517-124692538:+	2	1.019723	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692517-124692539:+	21	10.707091	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692517-124692540:+	13	6.628199	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692537:+	1	0.509861	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692538:+	21	10.707091	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692539:+	244	124.406203	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692540:+	1120	571.044864	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692541:+	8	4.078892	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692542:+	1	0.509861	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692519-124692539:+	1	0.509861	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692519-124692540:+	4	2.039446	N	mature,MIMAT0004558
hsa-mir-181b-1	hg38:chr1:198858886-198858908:-	2	1.019723	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858887-198858908:-	2	1.019723	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858888-198858908:-	1	0.509861	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858898-198858921:-	1	0.509861	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858922-198858948:-	1	0.509861	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858923-198858948:-	1	0.509861	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858924-198858946:-	4	2.039446	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858924-198858947:-	7	3.569030	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858924-198858948:-	58	29.571966	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858925-198858946:-	3	1.529584	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858925-198858947:-	6	3.059169	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858925-198858948:-	115	58.634071	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858925-198858949:-	4	2.039446	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858926-198858947:-	5	2.549307	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858926-198858948:-	120	61.183378	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858926-198858949:-	1	0.509861	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858927-198858948:-	48	24.473351	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858928-198858949:-	1	0.509861	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693724-124693746:+	5	2.549307	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693724-124693747:+	1	0.509861	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693745:+	1	0.509861	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693746:+	39	19.884598	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693747:+	89	45.377672	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693748:+	98	49.966426	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693749:+	57	29.062105	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693750:+	17	8.667645	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693746:+	1	0.509861	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693747:+	1	0.509861	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693748:+	10	5.098615	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693749:+	8	4.078892	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693750:+	3	1.529584	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693727-124693748:+	3	1.529584	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693727-124693749:+	4	2.039446	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693727-124693750:+	2	1.019723	N	mature,MIMAT0000257
hsa-mir-181c	hg38:chr19:13874725-13874746:+	12	6.118338	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874725-13874747:+	32	16.315568	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874725-13874748:+	2	1.019723	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874725-13874749:+	2	1.019723	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874726-13874747:+	5	2.549307	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874726-13874748:+	1	0.509861	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874763-13874786:+	1	0.509861	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874764-13874784:+	1	0.509861	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874764-13874785:+	18	9.177507	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874764-13874786:+	50	25.493074	N	mature,MIMAT0004559
hsa-mir-181d	hg38:chr19:13874910-13874931:+	7	3.569030	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874910-13874932:+	23	11.726814	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874910-13874933:+	25	12.746537	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874910-13874934:+	2	1.019723	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874911-13874932:+	1	0.509861	N	mature,MIMAT0002821
hsa-mir-182	hg38:chr7:129770444-129770466:-	1	0.509861	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770444-129770471:-	40	20.394459	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770445-129770465:-	1	0.509861	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770445-129770466:-	4	2.039446	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770445-129770470:-	3	1.529584	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770445-129770471:-	585	298.268969	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770446-129770463:-	1	0.509861	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770446-129770470:-	8	4.078892	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770446-129770471:-	1550	790.285303	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770466:-	4	2.039446	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770467:-	2	1.019723	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770470:-	6	3.059169	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770471:-	6875	3505.297716	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770448-129770470:-	2	1.019723	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770448-129770471:-	7399	3772.465134	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770449-129770470:-	7	3.569030	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770449-129770471:-	14719	7504.651211	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770450-129770471:-	2727	1390.392272	N	mature,MIMAT0000259
